CHORISMUTPREPHENDEHYDRAT-MONOMER	GO:0042803,F,IDA;GO:0004664,F,IDA|IMP;GO:0004106,F,IDA|IMP;GO:0006571,P,IMP;GO:0009094,P,IMP
HS03889-MONOMER	GO:0005777,C,IDA
MONOMER-13787	GO:0043693,P,IDA
CHORISMUTPREPHENDEHYDROG-MONOMER	GO:0042803,F,IDA;GO:0008977,F,IDA;GO:0004106,F,IDA;GO:0006571,P,IDA;GO:0009094,P,IDA
CHORPYRLY-MONOMER	GO:0005829,C,IDA;GO:0008813,F,IDA|IMP;GO:0006744,P,IMP
MONOMER-13790	GO:0043693,P,IDA
HS03975-MONOMER	GO:0005765,C,IDA;GO:0005774,C,IDA;GO:0012506,C,IDA;GO:0005886,C,IDA
MONOMER-13792	GO:0043693,P,IDA
HS03991-MONOMER	GO:0005777,C,IEP
MONOMER-13797	GO:0016407,F,IDA
MONOMER66-34368	GO:0005886,C,IDA;GO:0012506,C,IDA;GO:0005765,C,IDA;GO:0005774,C,IDA
MONOMER-13798	GO:0047924,F,IDA
MONOMER66-34369	GO:0005886,C,IEP
MONOMER-13800	GO:0016407,F,IDA
MONOMER-13805	GO:0008126,F,IDA
MONOMERMETA-16856	GO:0042597,C,IDA
MONOMERMETA-16870	GO:0005576,C,IDA
MONOMER-13815	GO:0008171,F,IDA
MONOMER-13816	GO:0008080,F,IDA
MONOMER-43	GO:0046181,P,IMP;GO:0008873,F,IDA;GO:0030267,F,IDA
CITSYN-MONOMER	GO:0042802,F,IPI;GO:0016020,C,IDA;GO:0005829,C,IDA
MONOMER-13824	GO:0016491,F,IDA
MONOMER-13825	GO:0016491,F,IDA
CMPKI-MONOMER	GO:0015949,P,IDA;GO:0004127,F,IDA
HS05192-MONOMER	GO:0005774,C,IDA;GO:0005765,C,IDA;GO:0005886,C,IDA;GO:0012506,C,IDA
MONOMER-13831	GO:0016407,F,IDA
MONOMER-13832	GO:0016651,F,IDA
MONOMER-13833	GO:0016651,F,IDA
MONOMER-13834	GO:0016651,F,IDA
MYRISTOYLACYLTRAN-MONOMER	GO:0016747,F,IDA;GO:0036104,P,IDA
N-ACETYLGLUTPREDUCT-MONOMER	GO:0003942,F,IDA;GO:0006526,P,IDA
MONOMER-13837	GO:0016651,F,IDA
COPROGENOXI-MONOMER	GO:0046906,F,IMP;GO:0006783,P,IMP;GO:0042803,F,IPI;GO:0019353,P,IGI;GO:0030145,F,IDA;GO:0004109,F,IDA|IMP;GO:0005737,C,IDA
N-ACETYLTRANSFER-MONOMER	GO:0042802,F,IPI;GO:0004358,F,IDA;GO:0006526,P,IDA|IMP
CPDB-MONOMER	GO:0006974,P,IEP;GO:0042597,C,IDA;GO:0009166,P,IEP;GO:0008254,F,IDA;GO:0008663,F,IDA
NACGLCTRANS-MONOMER	GO:0050511,F,IDA|IMP;GO:0009252,P,IMP
NACMURLALAAMI1-MONOMER	GO:0042597,C,IDA;GO:0008745,F,IDA
CPM-KDOSYNTH-MONOMER	GO:0019294,P,IDA;GO:0000287,F,IDA;GO:0008690,F,IDA
NACMURLALAAMI2-MONOMER	GO:0008745,F,IDA
NAD-SYNTH-MONOMER	GO:0006974,P,IEP;GO:0034628,P,IDA;GO:0034355,P,IDA;GO:0008795,F,IDA
NADH-DHII-MONOMER	GO:0050660,F,IDA;GO:0019646,P,IDA;GO:0044459,C,IPI;GO:0008137,F,IDA;GO:0009060,P,IMP
CTPSYN-MONOMER	GO:0042802,F,IDA;GO:0005829,C,IDA;GO:0003883,F,IDA;GO:0006241,P,IDA
CYANLY-MONOMER	GO:0005737,C,IDA;GO:0008824,F,IDA;GO:0009440,P,IMP
NAG1P-URIDYLTRANS-MONOMER	GO:0042802,F,IDA;GO:0000287,F,IDA;GO:0006048,P,IMP;GO:0019134,F,IDA;GO:0003977,F,IDA
HS05489-MONOMER	GO:0005774,C,IDA;GO:0005765,C,IDA;GO:0005886,C,IDA;GO:0012506,C,IDA
NAG6PDEACET-MONOMER	GO:0051289,P,IDA;GO:0008270,F,IDA;GO:0008448,F,IDA;GO:0006046,P,IDA|IMP
MONOMER-13848	GO:0050358,F,IDA
NANK-MONOMER	GO:0006974,P,IEP;GO:0019262,P,IDA;GO:0009384,F,IDA
HS05516-MONOMER	GO:0005777,C,IEP
MONOMER-13851	GO:0050358,F,IDA
CYCLASE-MONOMER	GO:0000107,F,IDA;GO:0009382,C,IDA;GO:0000105,P,IDA
NAPA-MONOMER	GO:0030288,C,IDA;GO:0051539,F,IDA;GO:0042597,C,IDA;GO:0030151,F,IDA;GO:0008940,F,IDA
CYDA-MONOMER	GO:0016020,C,IDA;GO:0020037,F,IDA;GO:0017004,P,IDA;GO:0016679,F,IDA;GO:0009055,F,IDA
CYDB-MONOMER	GO:0020037,F,IDA;GO:0017004,P,IDA;GO:0016682,F,IDA;GO:0005506,F,IDA;GO:0009055,F,IDA
NAPH-MONOMER	GO:0016020,C,IDA
CYOA-MONOMER	GO:0015992,P,IDA;GO:0009319,C,IDA;GO:0048039,F,IDA;GO:0019646,P,IMP;GO:0005887,C,IDA|IMP;GO:0015078,F,IDA;GO:0009486,F,IDA;GO:0009055,F,IDA;GO:0015453,F,IDA
NAPHTHOATE-SYN-MONOMER	GO:0071890,F,IDA;GO:0005515,F,IPI;GO:0009234,P,IMP;GO:0008935,F,IDA
NARG-MONOMER	GO:0016020,C,IDA;GO:0017004,P,IDA;GO:0031224,C,IDA;GO:0051539,F,IDA;GO:0030151,F,IDA;GO:0005515,F,IPI;GO:0009061,P,IEP;GO:0009055,F,IPI
CYOB-MONOMER	GO:0009319,C,IDA;GO:0015990,P,IMP;GO:0015078,F,IDA|IMP;GO:0048039,F,IDA;GO:0019646,P,IMP;GO:0005887,C,IDA|IMP;GO:0009486,F,IDA;GO:0020037,F,IDA|IMP;GO:0005507,F,IDA;GO:0009055,F,IDA;GO:0015453,F,IDA
NARH-MONOMER	GO:0016020,C,IDA;GO:0017004,P,IDA;GO:0031224,C,IDA;GO:0051539,F,IDA;GO:0051538,F,IPI;GO:0005515,F,IPI;GO:0009061,P,IEP;GO:0009055,F,IPI
CYOC-MONOMER	GO:0009319,C,IDA;GO:0015990,P,IMP;GO:0015078,F,IDA|IMP;GO:0019646,P,IMP;GO:0009486,F,IDA;GO:0009055,F,IDA;GO:0015453,F,IDA
NARI-MONOMER	GO:0031224,C,IDA;GO:0005506,F,IPI;GO:0009061,P,IEP;GO:0017004,P,IDA;GO:0009055,F,IPI
CYOD-MONOMER	GO:0009319,C,IDA;GO:0015990,P,IMP;GO:0015078,F,IDA|IMP;GO:0015453,F,IDA;GO:0019646,P,IMP;GO:0009486,F,IDA;GO:0016021,C,IDA;GO:0009055,F,IDA
NARV-MONOMER	GO:0009061,P,IDA;GO:0009055,F,IDA
CYSD-MONOMER	GO:0004781,F,IDA;GO:0006790,P,IDA
NARY-MONOMER	GO:0006974,P,IEP;GO:0051539,F,IPI;GO:0051538,F,IPI;GO:0009061,P,IDA;GO:0009055,F,IDA
NARZ-MONOMER	GO:0051539,F,IPI;GO:0030151,F,IDA;GO:0016020,C,IDA;GO:0005515,F,IPI;GO:0005506,F,IPI;GO:0009061,P,IDA;GO:0009055,F,IDA
CYSN-MONOMER	GO:0006184,P,IDA;GO:0003924,F,IDA;GO:0006790,P,IMP
HS05792-MONOMER	GO:0005777,C,IEP
NICONUCADENYLYLTRAN-MONOMER	GO:0034628,P,IMP;GO:0034355,P,IMP;GO:0004515,F,IDA
CYSS-MONOMER	GO:0046872,F,IPI;GO:0008270,F,IDA|IPI;GO:0005524,F,IPI;GO:0006423,P,IDA;GO:0004817,F,IDA
NICOTINAMID-MONOMER	GO:0008936,F,IDA
CYSTATHIONINE-BETA-LYASE-MONOMER	GO:0080146,F,IMP;GO:0030170,F,IDA;GO:0004121,F,IDA
NICOTINATEPRIBOSYLTRANS-MONOMER	GO:0009435,P,IDA;GO:0004516,F,IDA
CYTDEAM-MONOMER	GO:0035888,F,IDA;GO:0008270,F,IDA;GO:0008198,F,IDA;GO:0006209,P,IMP;GO:0005829,C,IDA;GO:0004131,F,IDA
CYTIDEAM-MONOMER	GO:0042803,F,IDA;GO:0047844,F,IDA;GO:0006217,P,IDA;GO:0009972,P,IMP;GO:0001884,F,IDA;GO:0005829,C,IDA;GO:0008270,F,IDA;GO:0004126,F,IDA;GO:0015949,P,IDA
DALADALALIGA-MONOMER	GO:0008716,F,IDA
DALADALALIGB-MONOMER	GO:0042803,F,IDA;GO:0008716,F,IDA|IMP;GO:0009252,P,IMP
DALADEHYDROGA-MONOMER	GO:0019480,P,IMP;GO:0055130,P,IMP;GO:0005886,C,IDA;GO:0008718,F,IDA
DAPASYN-MONOMER	GO:0030170,F,IDA;GO:0004015,F,IDA;GO:0009102,P,IDA
MONOMER-13876	GO:0008171,F,IDA
DCTP-DEAM-MONOMER	GO:0008829,F,IDA|IMP;GO:0015949,P,IMP
HS06241-MONOMER	GO:0005774,C,IDA;GO:0012506,C,IDA;GO:0005886,C,IDA;GO:0005765,C,IDA
NIRB-MONOMER	GO:0051536,F,IDA;GO:0009344,C,IDA;GO:0050661,F,IDA;GO:0050660,F,IDA;GO:0020037,F,IDA;GO:0008942,F,IDA;GO:0009061,P,IEP
DCYSDESULF-MONOMER	GO:0046416,P,IDA;GO:0006950,P,IMP;GO:0019148,F,IDA;GO:0006790,P,IDA
NIRD-MONOMER	GO:0009344,C,IDA;GO:0008942,F,IDA;GO:0009061,P,IEP
DEHYDDEOXGALACTKIN-MONOMER	GO:0034194,P,IMP;GO:0008671,F,IDA
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER	GO:0034194,P,IMP;GO:0008674,F,IDA
NRDA-MONOMER	GO:0042803,F,IPI;GO:0009263,P,IDA;GO:0005971,C,IDA;GO:0005524,F,IDA;GO:0004748,F,IDA;GO:0015949,P,IDA
NRDB-MONOMER	GO:0042803,F,IPI;GO:0042802,F,IPI;GO:0009263,P,IDA;GO:0005971,C,IDA;GO:0005829,C,IDA;GO:0005506,F,IDA;GO:0015949,P,IDA
NRDE-MONOMER	GO:0009263,P,IGI;GO:0005971,C,IGI;GO:0015949,P,IGI
DEOA-MONOMER	GO:0006974,P,IEP;GO:0016020,C,IDA;GO:0009032,F,IDA
NRDF-MONOMER	GO:0030145,F,IDA;GO:0005515,F,IPI;GO:0009263,P,IGI;GO:0005971,C,IGI
DEOD-MONOMER	GO:0006974,P,IEP;GO:0042802,F,IPI;GO:0016020,C,IDA;GO:0005829,C,IDA;GO:0019686,P,IDA;GO:0006152,P,IMP;GO:0004731,F,IDA
NRFC-MONOMER	GO:0042279,F,IMP
MONOMER-13884	GO:0008171,F,IDA
DEOXYGLUCONOKIN-MONOMER	GO:0006974,P,IEP;GO:0019698,P,IMP;GO:0042840,P,IMP;GO:0008673,F,IDA
NUCLEOSIDE-DIP-KIN-MONOMER	GO:0042802,F,IPI;GO:0005515,F,IPI;GO:0004550,F,IDA
DEOXYRIBOSE-P-ALD-MONOMER	GO:0006974,P,IEP;GO:0016020,C,IDA;GO:0005829,C,IDA;GO:0009264,P,IMP;GO:0004139,F,IDA;GO:0015949,P,IMP
NUOA-MONOMER	GO:0005887,C,IDA;GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0008137,F,IMP
DETHIOBIOTIN-SYN-MONOMER	GO:0004141,F,IDA;GO:0009102,P,IMP
NUOB-MONOMER	GO:0016020,C,IDA;GO:0005886,C,IDA;GO:0030964,C,IDA;GO:0045272,C,IDA|IMP;GO:0015990,P,IMP;GO:0051539,F,IMP;GO:0008137,F,IMP;GO:0009060,P,IMP
MONOMER-13890	GO:0047196,F,IDA
DGTPTRIPHYDRO-MONOMER	GO:0006184,P,IDA;GO:0043099,P,IGI;GO:0003697,F,IDA;GO:0050897,F,IDA;GO:0030145,F,IDA;GO:0003924,F,IDA;GO:0008832,F,IDA;GO:0015949,P,IDA
NUOC-MONOMER	GO:0005515,F,IPI;GO:0016020,C,IDA;GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0008137,F,IMP
MONOMER-13895	GO:0047196,F,IDA;GO:0004144,F,IDA
DHHB-METHYLTRANSFER-MONOMER	GO:0043431,F,IDA;GO:0006744,P,IMP
NUOE-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP
NUOF-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0051287,F,IMP;GO:0051539,F,IMP;GO:0009060,P,IMP
NUOG-MONOMER	GO:0005886,C,IDA;GO:0030964,C,IDA;GO:0045272,C,IDA|IMP;GO:0051537,F,IDA;GO:0051539,F,IDA;GO:0009060,P,IMP
NUOH-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0005887,C,IDA;GO:0009060,P,IMP
HS06695-MONOMER	GO:0005778,C,IEP;GO:0005783,C,IEP
DHPDIOXYGEN-MONOMER	GO:0046271,P,IMP;GO:0019622,P,IMP;GO:0008198,F,IDA;GO:0047070,F,IDA
NUOI-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0051539,F,IDA;GO:0009060,P,IMP
DIACYLGLYKIN-MONOMER	GO:0016021,C,IEP;GO:0016020,C,IDA;GO:0004143,F,IDA;GO:0006654,P,IDA
NUOJ-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0005887,C,IDA;GO:0008137,F,IMP
NUOK-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0005515,F,IPI;GO:0005887,C,IDA;GO:0008137,F,IMP
NUOL-MONOMER	GO:0015990,P,IMP;GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0005887,C,IDA
DIAMINOPIMDECARB-MONOMER	GO:0008836,F,IDA
NUOM-MONOMER	GO:0015990,P,IMP;GO:0048039,F,IDA;GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0005887,C,IDA;GO:0009060,P,IMP
DIAMINOPIMEPIM-MONOMER	GO:0042803,F,IDA;GO:0008837,F,IDA|IMP
NUON-MONOMER	GO:0030964,C,IDA;GO:0005886,C,IDA;GO:0045272,C,IDA|IMP;GO:0005887,C,IDA;GO:0008137,F,IMP;GO:0009060,P,IMP
O-SUCCHOMOSERLYASE-MONOMER	GO:0042802,F,IPI;GO:0030170,F,IDA;GO:0003962,F,IDA;GO:0009086,P,IMP
O-SUCCINYLBENZOATE-COA-LIG-MONOMER	GO:0009234,P,IMP;GO:0008756,F,IDA
DIENOYLCOAREDUCT-MONOMER	GO:0008670,F,IGI
O-SUCCINYLBENZOATE-COA-SYN-MONOMER	GO:0016836,F,IDA;GO:0009234,P,IMP
DIHYDRODIPICSYN-MONOMER	GO:0042802,F,IDA;GO:0005829,C,IDA;GO:0019877,P,IDA|IMP;GO:0008840,F,IDA
DIHYDROFOLATEREDUCT-MONOMER	GO:0042493,P,IDA|IGI;GO:0046656,P,IGI;GO:0009257,P,IGI;GO:0004146,F,IDA
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER	GO:0009416,P,IMP;GO:0006979,P,IMP;GO:0008681,F,IMP;GO:0006744,P,IMP
DIHYDROOROT-MONOMER	GO:0006207,P,IMP;GO:0008270,F,IDA;GO:0004151,F,IDA
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	GO:0008682,F,IMP;GO:0006744,P,IMP
DIHYDROOROTOX-MONOMER	GO:0010181,F,IDA;GO:0016020,C,IDA;GO:0006207,P,IMP;GO:0004152,F,IDA
OHMETHYLBILANESYN-MONOMER	GO:0018160,P,IDA;GO:0006783,P,IMP;GO:0005737,C,IDA;GO:0004418,F,IMP
DIHYDROPICRED-MONOMER	GO:0042802,F,IDA;GO:0005829,C,IDA;GO:0019877,P,IDA|IMP;GO:0008839,F,IDA
OPPSYN-MONOMER	GO:0042803,F,IDA;GO:0016094,P,IMP;GO:0004659,F,IDA
DIHYDROPTERIREDUCT-MONOMER	GO:0071949,F,IDA;GO:0010181,F,IDA;GO:0042803,F,IDA;GO:0018545,F,IMP;GO:0016020,C,IDA;GO:0005829,C,IDA;GO:0004155,F,IDA
DIHYDROXYACIDDEHYDRAT-MONOMER	GO:0009097,P,IDA;GO:0004160,F,IDA;GO:0009099,P,IDA
ORNDECARBOX-BIO-MONOMER	GO:0042803,F,IPI;GO:0030170,F,IDA;GO:0008295,P,IMP;GO:0004586,F,IDA
DIOHBUTANONEPSYN-MONOMER	GO:0042803,F,IDA;GO:0000287,F,IDA;GO:0005829,C,IDA;GO:0009231,P,EXP;GO:0008686,F,IDA
ORNDECARBOXDEG-MONOMER	GO:0001101,P,IEP;GO:0030170,F,IDA;GO:0004586,F,IDA
MONOMER-13914	GO:0034038,F,IEP
DLACTDEHYDROGFAD-MONOMER	GO:0016901,F,IDA;GO:0004457,F,IDA;GO:0019516,P,IDA;GO:0005887,C,IDA;GO:0050660,F,IDA;GO:0009060,P,IDA;GO:0009055,F,IPI
OROPRIBTRANS-MONOMER	GO:0006207,P,IMP;GO:0000287,F,IDA;GO:0004588,F,IDA;GO:0006221,P,IMP;GO:0005737,C,IDA
MONOMER-13916	GO:0034038,F,IEP
DLACTDEHYDROGNAD-MONOMER	GO:0070404,F,IDA;GO:0019664,P,IDA;GO:0009408,P,IEP;GO:0016616,F,IDA;GO:0008720,F,IDA
OROTPDECARB-MONOMER	GO:0016831,F,IDA;GO:0005737,C,IDA;GO:0006207,P,IMP;GO:0005515,F,IPI;GO:0004590,F,IDA;GO:0015949,P,IDA
HS07123-MONOMER	GO:0005765,C,IDA;GO:0005774,C,IDA;GO:0005886,C,IDA;GO:0012506,C,IDA
DMK-MONOMER	GO:0009234,P,IMP;GO:0046428,F,IDA
PABASYN-COMPI-MONOMER	GO:0046820,F,IDA
DMSA-MONOMER	GO:0005515,F,IPI;GO:0009390,C,IDA;GO:0051539,F,IMP;GO:0030151,F,IMP;GO:0005506,F,IMP;GO:0009061,P,IEP;GO:0009055,F,IMP
DMSB-MONOMER	GO:0009390,C,IDA;GO:0051539,F,IMP;GO:0005506,F,IMP;GO:0009061,P,IEP
PALMITOTRANS-MONOMER	GO:0009409,P,IEP;GO:0036104,P,IMP;GO:0008951,F,IDA
DMSC-MONOMER	GO:0009390,C,IDA;GO:0009061,P,IEP
PANTEPADENYLYLTRAN-MONOMER	GO:0004595,F,IDA;GO:0015937,P,IDA
MONOMER-13925	GO:0050514,F,IEP
DSBBPROT-MONOMER	GO:0016021,C,IEP;GO:0015035,F,IMP
PANTOATE-BETA-ALANINE-LIG-MONOMER	GO:0005829,C,IDA;GO:0033317,P,IMP;GO:0005515,F,IPI;GO:0004592,F,IDA|IMP
MONOMER-13926	GO:0050514,F,IDA
PANTOTHENATE-KIN-MONOMER	GO:0005524,F,IDA;GO:0004594,F,IDA;GO:0015937,P,IMP
DSERDEAM-MONOMER	GO:0006974,P,IEP;GO:0036088,P,IDA|IMP;GO:0051410,P,IMP;GO:0030170,F,IDA|IMP;GO:0016836,F,IDA;GO:0008721,F,IDA;GO:0005737,C,IDA
HS07429-MONOMER	GO:0005886,C,IDA;GO:0012506,C,IDA
HS07458-MONOMER	GO:0005886,C,IDA;GO:0012506,C,IDA;GO:0005765,C,IDA;GO:0005774,C,IDA
PD00230	GO:0080111,P,IDA;GO:0006307,P,IDA;GO:0008270,F,IDA;GO:0003908,F,IDA
MONOMER-13933	GO:0030410,F,IEP
PD00232	GO:0006351,P,IGI
DTDPDEHYDRHAMEPIM-MONOMER	GO:0046677,P,IMP;GO:0006974,P,IMP;GO:0005515,F,IPI
PD01343	GO:0042802,F,IPI;GO:0016020,C,IDA;GO:0003955,F,IDA|IMP;GO:0010181,F,IDA;GO:0006979,P,IEP
PD04413	GO:0000287,F,IDA;GO:0000986,F,IDA;GO:0000309,F,IDA
DTDPGLUCDEHYDRAT2-MONOMER	GO:0045226,P,IDA;GO:0009103,P,IDA;GO:0008460,F,IDA
PDXA-MONOMER	GO:0051287,F,IDA;GO:0042823,P,IMP;GO:0008270,F,IDA;GO:0000287,F,IDA;GO:0050570,F,IDA;GO:0008615,P,IMP
DTDPGLUCOSEPP-MONOMER	GO:0005829,C,IDA
PDXH-MONOMER	GO:0016491,F,IDA;GO:0055114,P,IDA;GO:0010181,F,EXP|IDA;GO:0004733,F,IDA;GO:0009443,P,EXP;GO:0008615,P,EXP|IDA
DTDPGLUCOSEPP2-MONOMER	GO:0045226,P,IDA;GO:0000287,F,IDA;GO:0008879,F,IDA
PDXJ-MONOMER	GO:0033856,F,IDA;GO:0005829,C,IDA;GO:0008615,P,IMP
PDXK-MONOMER	GO:0008615,P,IDA;GO:0008478,F,IDA|IMP
DTMPKI-MONOMER	GO:0005737,C,IDA;GO:0006235,P,IDA|IMP;GO:0006233,P,IDA;GO:0004798,F,IDA;GO:0015949,P,IDA
PDXY-MONOMER	GO:0042817,P,IMP;GO:0008478,F,IDA;GO:0009443,P,IMP
DUTP-PYROP-MONOMER	GO:0005829,C,IDA;GO:0004170,F,IDA
DXPREDISOM-MONOMER	GO:0030604,F,IDA;GO:0006744,P,IDA
PEPCARBOXYKIN-MONOMER	GO:0005509,F,IDA;GO:0000287,F,IDA;GO:0004612,F,IDA;GO:0006094,P,IMP
DXS-MONOMER	GO:0005829,C,IDA;GO:0030976,F,IDA;GO:0008661,F,IDA;GO:0006744,P,IDA;GO:0008615,P,IDA;GO:0009228,P,IMP
PEPSYNTH-MONOMER	GO:0000287,F,IDA;GO:0008986,F,IDA;GO:0006094,P,IMP
E1O-MONOMER	GO:0005829,C,IDA;GO:0004591,F,IDA
HS07734-MONOMER	GO:0005886,C,IDA;GO:0005765,C,IDA;GO:0005774,C,IDA;GO:0012506,C,IDA
E1P-MONOMER	GO:0042802,F,IPI;GO:0004738,F,IGI;GO:0016020,C,IDA;GO:0005829,C,IDA;GO:0005515,F,IPI
PGK	GO:0004618,F,IDA;GO:0006096,P,IDA
E2O-MONOMER	GO:0045252,C,IDA;GO:0031405,F,IDA;GO:0006099,P,IMP;GO:0004149,F,IDA|IMP
E2P-MONOMER	GO:0006086,P,IMP;GO:0045254,C,IDA|IGI;GO:0031405,F,IDA;GO:0005737,C,IDA;GO:0005515,F,IPI;GO:0004742,F,IDA
