YBHF-MONOMER	GO:0005515,F,IPI
YCBE-MONOMER	GO:0042918,P,IMP
NIKE-MONOMER	GO:0006974,P,IEP
ABC-45-CPLX	GO:0005548,F,IMP;GO:0005543,F,IMP
UGPC-MONOMER	GO:0070811,P,IMP;GO:0015794,P,IMP
YLIA-MONOMER	GO:0043492,F,IMP;GO:0034775,P,IMP
YRBF-MONOMER	GO:0015914,P,IMP;GO:0005548,F,IMP;GO:0043492,F,IC;GO:0043190,C,IMP;GO:0005515,F,IPI
YJFF-MONOMER	GO:0050782,F,IDA;GO:0015757,P,IDA
POTG-MONOMER	GO:0015847,P,IMP;GO:0015594,F,IMP
TAUC-MONOMER	GO:0010438,P,IEP
CYDD-MONOMER	GO:0034775,P,IDA;GO:0033228,P,IDA;GO:0042626,F,IDA;GO:0016020,C,IDA
PHNK-MONOMER	GO:0019700,P,IMP
ARTP-MONOMER	GO:0015598,F,IMP
TAUA-MONOMER	GO:0009970,P,IEP
YEJF-MONOMER	GO:0042884,P,IMP
GLNQ-MONOMER	GO:0005886,C,IDA
DPPF-MONOMER	GO:0015886,P,IMP;GO:0015232,F,IMP;GO:0042936,F,IGI;GO:0042938,P,IGI
LIVF-MONOMER	GO:0015658,F,IMP;GO:0015803,P,IMP
POTA-MONOMER	GO:0005524,F,IDA;GO:0015417,F,IMP
MACB	GO:0042802,F,IPI;GO:0005515,F,IPI;GO:0042891,P,IMP;GO:0042895,F,IMP;GO:0006855,P,IMP;GO:0046677,P,IDA;GO:0016021,C,IDA
YTFR-MONOMER	GO:0015757,P,IDA;GO:0015407,F,IDA
YHIH-MONOMER	GO:0045727,P,IDA;GO:0043022,F,IDA;GO:0042623,F,IDA
PSTB-MONOMER	GO:0006817,P,IDA;GO:0015415,F,IDA
CCMA-MONOMER	GO:0043190,C,IMP;GO:0015886,P,IMP;GO:0005515,F,IPI
MALK-MONOMER	GO:0016020,C,IDA;GO:0043190,C,IDA;GO:0015768,P,IDA;GO:0042956,P,IGI;GO:0015609,F,IGI;GO:0015423,F,IDA
MGLA-MONOMER	GO:0006974,P,IEP;GO:0015757,P,IMP;GO:0005354,F,IMP;GO:0005886,C,IDA
PROV-MONOMER	GO:0003333,P,IDA;GO:0006970,P,IDA;GO:0015171,F,IDA
HISP-MONOMER	GO:0015817,P,IMP;GO:0000105,P,IMP
ABC-MONOMER	GO:0006200,P,IDA;GO:0048474,F,IDA;GO:0016887,F,IDA;GO:0005524,F,IDA
YHES-MONOMER	GO:0005515,F,IPI
ARAG-MONOMER	GO:0042882,P,IMP
FTSE-MONOMER	GO:0031234,C,IDA;GO:0046677,P,IMP;GO:0032155,C,IDA;GO:0005515,F,IPI;GO:0051301,P,IMP;GO:0005524,F,IDA;GO:0000910,P,IMP;GO:0005737,C,IDA
YCFV-MONOMER	GO:0005886,C,IDA;GO:0043234,C,IDA;GO:0042954,F,IDA|IMP;GO:0042953,P,IDA|IMP
YHBG-MONOMER	GO:0015920,P,IMP;GO:0043190,C,IDA;GO:0015437,F,IDA;GO:0005886,C,IDA
FECE-MONOMER	GO:0005886,C,IDA
UUP-MONOMER	GO:0006200,P,IDA;GO:0070894,P,IMP;GO:0003677,F,IDA;GO:0016887,F,IDA;GO:0005737,C,IDA
PHNC-MONOMER	GO:0042916,P,IMP
TAUB-MONOMER	GO:0010438,P,IEP
BTUD-MONOMER	GO:0031234,C,IDA;GO:0005829,C,IDA;GO:0043190,C,IDA;GO:0015889,P,IMP;GO:0015420,F,IDA
DPPD-MONOMER	GO:0015886,P,IMP;GO:0015232,F,IMP;GO:0042936,F,IGI;GO:0042938,P,IGI
LIVG-MONOMER	GO:0015803,P,IMP;GO:0015658,F,IMP
YBBL-MONOMER	GO:0005515,F,IPI
YEJA-MONOMER	GO:0042884,P,IMP
ARTI-MONOMER	GO:0015598,F,IMP;GO:0003333,P,IMP;GO:0042597,C,IDA
YHBN-MONOMER	GO:0005515,F,IPI;GO:0009279,C,IDA;GO:0030288,C,IDA;GO:0015920,P,IMP;GO:0042597,C,IDA;GO:0017089,F,IMP
YTFQ-MONOMER	GO:0015757,P,IDA;GO:0005534,F,IDA;GO:0042597,C,IC
LIVJ-MONOMER	GO:0015803,P,IMP;GO:0015658,F,IMP
LIVK-MONOMER	GO:0015820,P,IMP;GO:0015190,F,IMP
MALE-MONOMER	GO:0055052,C,IGI;GO:0005215,F,IGI;GO:0006974,P,IEP;GO:0005515,F,IPI;GO:0042597,C,IDA;GO:0042956,P,IMP;GO:0015768,P,IDA|IGI
ARTJ-MONOMER	GO:0034618,F,IDA;GO:0015809,P,IMP;GO:0042597,C,IDA
YJCX-MONOMER	GO:0016020,C,IDA
CYSP-MONOMER	GO:0043168,F,IMP;GO:0030288,C,IDA;GO:0006790,P,IDA
XYLF-MONOMER	GO:0048029,F,IMP;GO:0015752,P,IGI;GO:0015753,P,IMP
PSTS-MONOMER	GO:0006974,P,IEP;GO:0015415,F,IDA
ARAF-MONOMER	GO:0030246,F,IDA;GO:0015407,F,IMP
SBP-MONOMER	GO:0043199,F,IDA|IMP;GO:0030288,C,IDA;GO:0006790,P,IDA
YLIB-MONOMER	GO:0006974,P,IEP;GO:0034634,F,IMP;GO:0034775,P,IMP
OPPA-MONOMER	GO:0006857,P,IDA
NIKA-MONOMER	GO:0050919,P,IMP;GO:0020037,F,IDA;GO:0042597,C,IDA;GO:0016151,F,IDA
PHND-MONOMER	GO:0042916,P,IMP;GO:0042917,F,IMP;GO:0043168,F,IPI
FEPB-MONOMER	GO:0006974,P,IEP
PROX-MONOMER	GO:0071470,P,IDA;GO:0005515,F,IPI
RBSB-MONOMER	GO:0016020,C,IDA
POTF-MONOMER	GO:0015847,P,IDA;GO:0015594,F,IMP
DPPA-MONOMER	GO:0042938,P,IGI;GO:0042936,F,IGI;GO:0030288,C,EXP;GO:0042277,F,IDA
UGPB-MONOMER	GO:0070811,P,IMP;GO:0015794,P,IMP
POTD-MONOMER	GO:0015846,P,IMP;GO:0030288,C,IEP;GO:0015417,F,IMP
CCME-MONOMER	GO:0020037,F,IDA;GO:0017003,P,IDA;GO:0031237,C,IDA;GO:0005515,F,IPI
YEJE-MONOMER	GO:0042884,P,IMP
DPPB-MONOMER	GO:0042936,F,IGI;GO:0042938,P,IGI
YLIC-MONOMER	GO:0034634,F,IDA;GO:0034775,P,IDA
POTB-MONOMER	GO:0015846,P,IMP;GO:0016021,C,IDA;GO:0015417,F,IMP
YTFT-MONOMER	GO:0050782,F,IDA;GO:0015757,P,IDA
ARAH-MONOMER	GO:0015751,P,IMP;GO:0016021,C,IDA
PSTC-MONOMER	GO:0006817,P,IDA;GO:0015415,F,IDA
PSTA-MONOMER	GO:0006974,P,IEP;GO:0005887,C,IDA;GO:0006817,P,IDA;GO:0015415,F,IDA
YCFW-MONOMER	GO:0042953,P,IDA|IMP;GO:0042954,F,IDA|IMP;GO:0043234,C,IDA;GO:0005887,C,IDA
CCMB-MONOMER	GO:0043190,C,IMP;GO:0015439,F,IMP;GO:0005515,F,IPI
XYLH-MONOMER	GO:0015148,F,IGI;GO:0015591,F,IGI;GO:0015752,P,IGI;GO:0015753,P,IGI
YBHR-MONOMER	GO:0006974,P,IEP
MALG-MONOMER	GO:0016020,C,IDA;GO:0043190,C,IDA;GO:0015609,F,IGI;GO:0015768,P,IDA;GO:0042956,P,IGI;GO:0015423,F,IDA
LIVH-MONOMER	GO:0015803,P,IMP;GO:0015658,F,IMP
YLID-MONOMER	GO:0034634,F,IDA;GO:0034775,P,IDA
POTC-MONOMER	GO:0015846,P,IMP;GO:0016021,C,IEP;GO:0015417,F,IMP
NIKC-MONOMER	GO:0016151,F,IDA;GO:0035444,P,IMP;GO:0015099,F,IMP
FTSX-MONOMER	GO:0009276,C,IDA;GO:0005515,F,IPI;GO:0051301,P,IGI|IMP;GO:0032155,C,IDA;GO:0016021,C,IDA;GO:0000910,P,IMP
UGPA-MONOMER	GO:0015794,P,IMP;GO:0070811,P,IMP
CCMC-MONOMER	GO:0050662,F,IPI;GO:0005515,F,IPI;GO:0017004,P,IMP
YCFU-MONOMER	GO:0042953,P,IDA|IMP;GO:0042954,F,IDA|IMP;GO:0043234,C,IDA;GO:0005887,C,IDA
YDDQ-MONOMER	GO:0005887,C,IDA
YEJB-MONOMER	GO:0042884,P,IMP
YCBM-MONOMER	GO:0006790,P,IGI;GO:0042918,P,IMP;GO:0042959,F,IMP
MGLC-MONOMER	GO:0006974,P,IEP
ARTQ-MONOMER	GO:0003333,P,IMP;GO:0015426,F,IMP
BTUC-MONOMER	GO:0015235,F,IMP;GO:0005887,C,IDA;GO:0043190,C,IDA;GO:0015889,P,IMP;GO:0015420,F,IDA
YOJI-MONOMER	GO:0042884,P,IMP;GO:0046677,P,IMP;GO:0015197,F,IMP
POTH-MONOMER	GO:0015847,P,IMP;GO:0015594,F,IMP
LIVM-MONOMER	GO:0015803,P,IMP;GO:0015658,F,IMP
MALF-MONOMER	GO:0005515,F,IPI;GO:0016020,C,IDA;GO:0006974,P,IEP;GO:0043190,C,IDA;GO:0015609,F,IGI;GO:0015768,P,IDA;GO:0042956,P,IGI;GO:0015423,F,IDA
ARTM-MONOMER	GO:0015809,P,IDA;GO:0015426,F,IDA
DPPC-MONOMER	GO:0042938,P,IGI;GO:0042936,F,IGI
UGPE-MONOMER	GO:0015794,P,IMP;GO:0070811,P,IMP
NIKB-MONOMER	GO:0035444,P,IMP;GO:0015099,F,IMP;GO:0016151,F,IDA
PHNE-MONOMER	GO:0042916,P,IGI;GO:0042917,F,IGI
YRBE-MONOMER	GO:0015914,P,IMP;GO:0005548,F,IMP;GO:0005543,F,IMP
CYDC-MONOMER	GO:0070453,P,IMP;GO:0033228,P,IDA;GO:0034775,P,IDA;GO:0042626,F,IDA;GO:0016021,C,IDA
POTI-MONOMER	GO:0015847,P,IMP;GO:0015594,F,IMP
PROW-MONOMER	GO:0006970,P,IDA;GO:0005215,F,IDA
OPPB-MONOMER	GO:0015421,F,IMP;GO:0042937,F,IMP;GO:0042939,P,IMP
CODB-MONOMER	GO:0015856,P,IGI;GO:0015209,F,IGI;GO:0016020,C,IDA
FOCA-MONOMER	GO:0005887,C,IDA;GO:0015499,F,IMP;GO:0015724,P,IMP
NIRC-MONOMER	GO:0015513,F,IGI;GO:0015707,P,IGI
ABGT-MONOMER	GO:0015291,F,IDA;GO:0015814,P,IMP;GO:0015558,F,IMP
TDCC-MONOMER	GO:0015992,P,IDA;GO:0015825,P,IGI|IMP;GO:0015826,P,IGI|IMP;GO:0015194,F,IGI|IMP;GO:0015195,F,IGI|IMP;GO:0015295,F,IDA;GO:0005887,C,IDA;GO:0016021,C,IDA
SDAC-MONOMER	GO:0005887,C,IDA
DCTA-MONOMER	GO:0006974,P,IEP;GO:0071422,P,IMP;GO:0015366,F,IDA;GO:0015141,F,IMP;GO:0015138,F,IMP;GO:0015183,F,IDA;GO:0070778,P,IDA;GO:0015741,P,IDA|IMP;GO:0005886,C,IDA;GO:0016021,C,IDA
GLTP-MONOMER	GO:0005886,C,IDA;GO:0006835,P,IMP
YGJU-MONOMER	GO:0032329,P,IDA;GO:0005295,F,IDA;GO:0016021,C,IDA
RFBX-MONOMER	GO:0046677,P,IMP;GO:0006974,P,IMP
PTSI-MONOMER	GO:0019197,C,IDA;GO:0000287,F,IDA;GO:0042803,F,IDA;GO:0046872,F,IDA;GO:0005829,C,IDA;GO:0009401,P,IDA;GO:0008965,F,IDA
PTSH-MONOMER	GO:0043085,P,IDA;GO:0019197,C,IDA;GO:0008965,F,IDA;GO:0016301,F,IDA;GO:0009401,P,IDA;GO:0008047,F,IDA;GO:0045819,P,IDA
MANZ-MONOMER	GO:0005887,C,IDA;GO:0022870,F,IDA;GO:0016020,C,IDA;GO:0009401,P,IDA
SGAT-MONOMER	GO:0015882,P,IMP;GO:0005886,C,IDA;GO:0008982,F,IDA;GO:0009401,P,IDA
MANX-MONOMER	GO:0005829,C,IDA;GO:0042803,F,IDA;GO:0022870,F,IDA;GO:0005887,C,IDA;GO:0016020,C,IDA;GO:0005737,C,IDA;GO:0005515,F,IPI;GO:0009401,P,IDA
CMTB-MONOMER	GO:0015575,F,IGI;GO:0015797,P,IGI
MANY-MONOMER	GO:0005887,C,IDA;GO:0022870,F,IDA;GO:0016020,C,IDA;GO:0009401,P,IDA
YJFT-MONOMER	GO:0015882,P,IMP;GO:0005737,C,IDA;GO:0008982,F,IDA;GO:0009401,P,IDA
NAGE-MONOMER	GO:0006974,P,IEP
CRR-MONOMER	GO:0005829,C,IDA;GO:0016020,C,IDA
CMTA-MONOMER	GO:0015797,P,IGI;GO:0015575,F,IGI
YJFU-MONOMER	GO:0015882,P,IMP;GO:0008982,F,IDA;GO:0009401,P,IDA
TREHALAPERI-MONOMER	GO:0006974,P,IEP;GO:0005993,P,IDA|IMP;GO:0071474,P,IEP;GO:0030288,C,IDA;GO:0004555,F,IDA
B2075-MONOMER	GO:0046618,P,IGI;GO:0042802,F,IPI;GO:0005515,F,IPI;GO:0005887,C,IDA;GO:0015307,F,IGI;GO:0006855,P,IGI
YHIV-MONOMER	GO:0006855,P,IMP;GO:0016020,C,IDA;GO:0005215,F,IMP
YBDE-MONOMER	GO:0005515,F,IDA;GO:0006878,P,IGI;GO:0010272,P,IEP|IMP;GO:0010273,P,IGI;GO:0015673,P,IMP;GO:0015679,P,IGI;GO:0046688,P,IEP|IMP;GO:0060003,P,IGI;GO:0015080,F,IMP;GO:0016021,C,IDA;GO:0005507,F,IGI;GO:0005375,F,IGI
ACRB-MONOMER	GO:0046618,P,IDA;GO:0005515,F,IPI;GO:0015307,F,IDA;GO:0005887,C,IDA;GO:0042493,P,IMP;GO:0015238,F,IMP;GO:0006855,P,IMP;GO:0016020,C,IDA
B2076-MONOMER	GO:0046618,P,IDA;GO:0005515,F,IPI;GO:0015307,F,IDA;GO:0006855,P,IGI;GO:0005887,C,IDA
ACRD-MONOMER	GO:0046618,P,IDA;GO:0006855,P,IMP;GO:0015307,F,IDA;GO:0015238,F,IMP;GO:0016020,C,IDA;GO:0042493,P,IDA
BRNQ-MONOMER	GO:0015190,F,IMP;GO:0015188,F,IMP;GO:0005304,F,IMP;GO:0015829,P,IMP;GO:0015820,P,IMP;GO:0015818,P,IMP;GO:0005886,C,IDA
KUP-MONOMER	GO:0015079,F,IDA;GO:0016021,C,IDA;GO:0006813,P,IMP
BETT-MONOMER	GO:0006974,P,IEP
CAIT-MONOMER	GO:0015879,P,IDA;GO:0015226,F,IDA;GO:0005886,C,IDA
YCGO-MONOMER	GO:0006884,P,IMP;GO:0016021,C,IDA
YJCE-MONOMER	GO:0034765,P,IMP
NHAB-MONOMER	GO:0044459,C,IDA;GO:0010226,P,IGI;GO:0015385,F,IDA;GO:0015491,F,IMP;GO:0015992,P,IMP;GO:0006814,P,IMP;GO:0051452,P,IMP;GO:0006883,P,IGI
YIIP-MONOMER	GO:0070574,P,IDA;GO:0015341,F,IDA;GO:0015086,F,IDA;GO:0015093,F,IDA;GO:0015684,P,IDA;GO:0015691,P,IDA;GO:0006829,P,IDA;GO:0006876,P,IDA;GO:0006882,P,IDA;GO:0006879,P,IGI
B0752-MONOMER	GO:0005385,F,IMP;GO:0006829,P,IMP
TEHA-MONOMER	GO:0006812,P,IDA;GO:0046583,F,IDA;GO:0055085,P,IDA;GO:0046690,P,IMP
KEFB-MONOMER	GO:0006813,P,IGI
KEFC-MONOMER	GO:0006885,P,IDA;GO:0016020,C,IDA;GO:0005887,C,EXP|IDA;GO:0042803,F,IDA;GO:0019899,F,IMP;GO:0015643,F,IDA;GO:0005515,F,IDA;GO:0051595,P,IMP;GO:0009636,P,IMP;GO:0015503,F,IMP;GO:0006813,P,IDA|IGI
YFEP-MONOMER	GO:0071421,P,IMP;GO:0070574,P,IMP;GO:0015992,P,IMP;GO:0030001,P,IMP;GO:0015691,P,IDA|IMP;GO:0015086,F,IMP;GO:0015078,F,IMP;GO:0006826,P,IMP;GO:0006824,P,IMP;GO:0005384,F,IMP;GO:0034599,P,IGI;GO:0015684,P,IMP;GO:0005886,C,IDA;GO:0016021,C,IMP;GO:0015293,F,IDA;GO:0006828,P,IMP;GO:0015292,F,IMP
G6260-MONOMER	GO:0006200,P,IDA;GO:0031224,C,IDA;GO:0010273,P,IMP;GO:0006825,P,IMP;GO:0015662,F,IDA
YHHO-MONOMER	GO:0035444,P,IMP;GO:0006829,P,IMP;GO:0015094,F,IMP;GO:0015087,F,IMP;GO:0015099,F,IMP;GO:0006824,P,IMP;GO:0015692,P,IMP;GO:0046686,P,IMP;GO:0010312,P,IMP;GO:0016021,C,IDA;GO:0008551,F,IDA;GO:0016463,F,IDA
KDPB-MONOMER	GO:0016021,C,IDA;GO:0006813,P,IMP;GO:0008556,F,IMP
KDGT-MONOMER	GO:0035429,P,IDA;GO:0016021,C,IDA;GO:0015649,F,IDA
URAA-MONOMER	GO:0015857,P,IDA|IGI;GO:0015210,F,IDA|IGI;GO:0005887,C,IDA;GO:0016020,C,IDA
YICE-MONOMER	GO:0042906,P,IDA;GO:0042907,F,IDA;GO:0005887,C,IDA
YGFU-MONOMER	GO:0015747,P,IMP;GO:0015143,F,IMP;GO:0042906,P,IMP;GO:0042907,F,IMP;GO:0005887,C,IDA
YGFO-MONOMER	GO:0005887,C,IDA;GO:0042906,P,IDA;GO:0042907,F,IDA
B1006-MONOMER	GO:0006212,P,IMP
G6525-MONOMER	GO:0015684,P,IMP;GO:0015639,F,IMP
FEOB-MONOMER	GO:0006974,P,IEP;GO:0005886,C,IDA;GO:0015684,P,IGI|IMP;GO:0015093,F,IGI|IMP;GO:0005525,F,IMP
YJCG-MONOMER	GO:0097339,P,IGI;GO:0006847,P,IDA;GO:0015123,F,IDA;GO:0043879,F,IGI;GO:0005887,C,IDA
PANF-MONOMER	GO:0015887,P,IDA;GO:0015233,F,IDA|IGI;GO:0015293,F,IDA
PUTP-MONOMER	GO:0015912,P,IEP|IMP;GO:0005887,C,IDA;GO:0005298,F,IDA;GO:0015824,P,IDA|IMP
YADQ-MONOMER	GO:0015706,P,IDA;GO:0015299,F,IDA;GO:0043168,F,IDA;GO:0005887,C,IDA;GO:0031404,F,IDA;GO:0006821,P,IDA
EG11180-MONOMER	GO:0016020,C,IDA;GO:0009992,P,IGI;GO:0008381,F,IMP
GNTT-MONOMER	GO:0016020,C,IDA
YJGT-MONOMER	GO:0015726,P,IDA;GO:0015568,F,IDA;GO:0015128,F,IMP;GO:0008643,P,IDA
GNTP-MONOMER	GO:0005887,C,IDA;GO:0035429,P,IDA;GO:0005351,F,IMP;GO:0016020,C,IDA;GO:0015128,F,IDA
GNTU-MONOMER	GO:0005402,F,IDA;GO:0005887,C,IDA;GO:0015725,P,IGI;GO:0015128,F,IGI
DSDX-MONOMER	GO:0006974,P,IEP;GO:0005887,C,IDA
GLTS-MONOMER	GO:0015813,P,IGI;GO:0015501,F,IDA;GO:0015293,F,IDA;GO:0005886,C,IDA
PNUC-MONOMER	GO:0034257,F,IDA;GO:0034258,P,IDA
UIDB-MONOMER	GO:0005215,F,IDA;GO:0005886,C,IDA
MELB-MONOMER	GO:0015769,P,IDA;GO:0015765,P,IDA;GO:0015592,F,IDA;GO:0043887,F,IDA;GO:0005887,C,IDA;GO:0015487,F,IDA;GO:0015294,F,IDA;GO:0016020,C,IMP
YRBG-MONOMER	GO:0005887,C,IDA
CHAA-MONOMER	GO:0005887,C,IDA;GO:0015386,F,IDA;GO:0015385,F,IDA;GO:0006813,P,IGI;GO:0006814,P,IDA|IGI;GO:0006883,P,IGI;GO:0030007,P,IGI
YCHM-MONOMER	GO:0015810,P,IDA;GO:0015183,F,IDA;GO:0071422,P,IDA;GO:0015141,F,IDA;GO:0015741,P,IDA;GO:0015138,F,IDA
LCTP-MONOMER	GO:0097339,P,IGI;GO:0015992,P,IDA;GO:0006974,P,IEP;GO:0015295,F,IDA;GO:0043879,F,IGI;GO:0035873,P,IGI;GO:0005887,C,IDA;GO:0015129,F,IGI
B2975-MONOMER	GO:0097339,P,IGI;GO:0015992,P,IDA;GO:0015295,F,IDA;GO:0043879,F,IGI;GO:0035873,P,IGI;GO:0015129,F,IGI
CORA-MONOMER	GO:0035444,P,IDA;GO:0015099,F,IDA;GO:0015693,P,IDA|IMP;GO:0015095,F,IDA|IMP;GO:0015087,F,IDA|IMP;GO:0006824,P,IDA|IMP
AROP-MONOMER	GO:0015823,P,IDA|IMP;GO:0015827,P,IDA;GO:0015828,P,IDA|IMP;GO:0015192,F,IDA|IMP;GO:0015196,F,IDA;GO:0005302,F,IDA|IMP;GO:0005887,C,IDA;GO:0009977,F,IDA
CYCA-MONOMER	GO:0042941,P,IMP;GO:0015808,P,IMP;GO:0001762,P,IMP;GO:0042891,P,IMP;GO:0015816,P,IMP;GO:0042945,F,IMP;GO:0042944,F,IMP;GO:0015180,F,IMP;GO:0001761,F,IMP;GO:0042895,F,IMP;GO:0015187,F,IMP;GO:0042942,P,IMP
CADB-MONOMER	GO:0015992,P,IDA;GO:0003333,P,IMP;GO:0016020,C,IDA;GO:0015295,F,IDA;GO:0043872,F,IMP
B0260-MONOMER	GO:0015806,P,IMP;GO:0000100,F,IMP;GO:0005887,C,IC;GO:0009086,P,IMP
POTE-MONOMER	GO:0003333,P,IDA;GO:0015293,F,IDA;GO:0015297,F,IDA
XASA-MONOMER	GO:0051454,P,IMP
B1296-MONOMER	GO:0015992,P,IDA;GO:0006974,P,IEP;GO:0015847,P,IMP;GO:0009447,P,IMP;GO:0005886,C,IDA;GO:0015295,F,IDA;GO:0015489,F,EXP
GABP-MONOMER	GO:0006974,P,IEP
YEEF-MONOMER	GO:0015992,P,IDA;GO:0005887,C,IC;GO:0015489,F,IGI|IMP;GO:0015847,P,IMP;GO:0015295,F,IDA;GO:0048870,P,IGI|IMP
B0486-MONOMER	GO:0009268,P,IEP
YHFM-MONOMER	GO:0030393,P,IMP
PHEP-MONOMER	GO:0015823,P,IGI;GO:0005886,C,IDA
LYSP-MONOMER	GO:1902022,P,IGI;GO:0015171,F,IMP;GO:0016021,C,IDA
YJDE-MONOMER	GO:0015809,P,IDA;GO:0003333,P,IDA;GO:0015181,F,IDA;GO:0005886,C,IDA;GO:0015297,F,IDA;GO:0051454,P,IMP
G6255-MONOMER	GO:0008381,F,IGI;GO:0009992,P,IMP
EG11160-MONOMER	GO:0016021,C,IDA;GO:0008381,F,IDA;GO:0009992,P,IMP
MONOMER0-82	GO:0071470,P,IGI;GO:0008381,F,IGI
G6417-MONOMER	GO:0071470,P,IGI;GO:0008381,F,IGI
